id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R4-AM-11,R4,午前,11,建築学,建築材料,鋼材に関する一般的な記述として、最も不適当なものはどれか。,ある特定の温度以上まで加熱した後、急冷する焼入れ処理により、鋼は硬くなり、強度が増加する。,鋼は、炭素量が多くなると引張強さは増加し、靱性は低下する。,SN 490 B や SN 490 C は、炭素当量等の上限を規定して溶接性を改善した鋼材である。,低降伏点鋼は、モリブデン等の元素を添加することで、強度を低くし延性を高めた鋼材である。,4,【ショーケン版】「低降伏点鋼（極軟鋼）」は、地震のエネルギーを吸収させるために、あえて純鉄に近くして「柔らかく」した鋼材だ。モリブデンみたいな強くなる成分を抜かなきゃいけないのに、添加してどうすんだよ！余計なもんを混ぜないのが低降伏点鋼の正体だ！,【建龍版】鋼材の合金元素に関する問題です。「低降伏点鋼」は、炭素や合金元素を極力取り除くことで、通常の鋼材よりも降伏点を低くし、延性（伸び能力）を著しく高めたものです。モリブデン等の元素を添加して強度を高めるのは「高張力鋼」等の特徴であり、記述は不適当です。,
R4-AM-12,R4,午前,12,建築学,建築材料,左官材料に関する記述として、最も不適当なものはどれか。,しっくいは、消石灰を主たる結合材料とした気硬性を有する材料である。,せっこうプラスターは、水硬性であり、主に多湿で通気不良の場所の仕上げで使用される。,セルフレベリング材は、せっこう組成物やセメント組成物に骨材や流動化剤等を添加した材料である。,ドロマイトプラスターは、保水性が良いため、こて塗りがしやすく作業性に優れる。,2,【ショーケン版】せっこうプラスターを湿気のある場所に塗るんじゃねえ！せっこうは水に弱くて、多湿な場所だと強度が落ちてボロボロになるんだ。水硬性だからってどこでも使えると思うな。乾燥した屋内専用だって覚えとけ！,【建龍版】左官材料の適用に関する問題です。せっこうプラスターは「水硬性」ですが、硬化後も湿気の影響を受けやすく、多湿な場所や通気不良の場所では、カビの発生や強度の低下を招くため使用を避けるべきとされています。したがって「使用される」とする記述は不適当です。,
R4-AM-13,R4,午前,13,建築学,建築材料,建築用板ガラスに関する記述として、最も不適当なものはどれか。,フロート板ガラスは、溶融した金属の上に浮かべて製板する透明かつ平滑なガラスである。,複層ガラスは、複数枚の板ガラスの間に間隙を設け、大気圧に近い圧力の乾燥気体を満たし、その周辺を密閉したもので、断熱効果のあるガラスである。,熱線吸収板ガラスは、板ガラスの表面に金属皮膜を形成したもので、冷房負荷の軽減の効果が高いガラスである。,倍強度ガラスは、フロート板ガラスを軟化点まで加熱後、両表面から空気を吹き付けて冷却加工するなどにより、強度を約 2 倍に高めたガラスである。,3,【ショーケン版】それは「熱線反射ガラス」だろ！「熱線吸収ガラス」は、ガラスの中に鉄やコバルトを混ぜ込んで、熱をガラス自体に「吸い込ませる」ヤツだ。表面に金属ピカピカ（皮膜）を付けて跳ね返すのは「反射」の方だぞ。名前のまんまだ、間違えんな！,【建龍版】機能ガラスの種類に関する問題です。「熱線吸収板ガラス」は、着色成分をガラス原料に混ぜ、日射エネルギーを吸収させるものです。「表面に金属皮膜を形成」して熱を反射させるのは「熱線反射ガラス」の説明であり、不適当です。,
R4-AM-14,R4,午前,14,建築学,建築材料,建築用シーリング材に関する記述として、最も不適当なものはどれか。,シーリング材のクラスは、目地幅に対する拡大率及び縮小率で区分が設定されている。,1 成分形シーリング材の硬化機構には、湿気硬化、乾燥硬化及び非硬化がある。,2 面接着とは、シーリング材が相対する 2 面で被着体と接着している状態をいう。,2 成分形シーリング材は、基剤と着色剤の 2 成分を施工直前に練り混ぜて使用するシーリング材である。,4,【ショーケン版】2成分形（2液）を「基剤と着色剤」だと思ってんのか？それじゃ一生固まらねえぞ！2成分形ってのは、ドロドロの「基剤」に、化学反応を起こさせる「硬化剤」を混ぜて固めるんだ。着色剤はただの色付けだろ。大事なのは「硬化剤」だ！,【建龍版】シーリング材の分類に関する問題です。2成分形シーリング材は、主成分である「基剤」と、化学反応を開始させる「硬化剤」を施工直前に専用の攪拌機で練り混ぜて使用します。「基剤と着色剤」とする記述は、硬化の仕組みを正しく説明していないため不適当です。,
R4-AM-15,R4,午前,15,建築学,建築材料,内装材料に関する記述として、最も不適当なものはどれか。,コンポジションビニル床タイルは、単層ビニル床タイルよりバインダー含有率を高くした床タイルである。,段通は、製造法による分類では、織りカーペットの手織りに分類される。,ロックウール化粧吸音板は、ロックウールのウールを主材料とし、結合材、混和材を用いて成形し、表面化粧をしたものである。,強化せっこうボードは、せっこうボードの芯に無機質繊維等を混入したもので、性能項目として耐衝撃性や耐火炎性等が規定されている。,1,【ショーケン版】コンポジションタイルの「バインダー（ビニル成分）」が多いわけねえだろ！コンポジションは石灰石とかの「充填材」がたっぷり入ってる安価なタイルだ。ビニル成分が多い（30%以上）のは「ホモジニアスタイル（単層）」の方だ。中身がスカスカ（含有率が低い）のがコンポジションだって覚えとけ！,【建龍版】プラスチック床材の規格（JIS A 5705）に関する問題です。「コンポジションビニル床タイル」は、バインダー（塩化ビニル樹脂等）の含有率が「30%未満」のものを指し、逆に30%以上のものは「ホモジニアスビニル床タイル」に分類されます。したがって「含有率を高くした」とする記述は不適当です。,
R4-AM-16,R4,午前,16,施工管理,道路工事,構内アスファルト舗装に関する記述として、最も不適当なものはどれか。,設計CBR は、路床の支持力を表す指標であり、修正CBR は、路盤材料の品質を表す指標である。,盛土をして路床とする場合は、一層の仕上がり厚さ 300 mm 程度ごとに締め固めながら、所定の高さに仕上げる。,アスファルト混合物の締固め作業は、一般に継目転圧、初転圧、二次転圧、仕上げ転圧の順に行う。,初転圧は、ヘアクラックの生じない限りできるだけ高い温度とし、その転圧温度は、一般に 110 〜 140 °C の間で行う。,4,【ショーケン版】初転圧の温度を「110度」からにするのは低すぎるぞ！アスファルトが冷めて固まっちまったら、しっかり締固めができねえ。初転圧は「110℃〜140℃」...いや、JASSでは「120℃〜150℃」くらいのアツアツのうちにやるのが基本だ。110度じゃあ、もう次転圧（二次転圧）の温度だぞ！,【建龍版】アスファルト舗装の温度管理に関する問題です。初転圧は、混合物の安定性が許す限り高温で行うのが原則であり、一般に「120〜150℃」程度で実施します。記述の「110〜140℃」はやや低く、二次転圧等の温度帯と混同しているため不適当です。,
R4-AM-17,R4,午前,17,建築学,電気設備,避雷設備に関する記述として、最も不適当なものはどれか。,受雷部システムは、保護しようとする建築物の種類、重要度等に対応した段階の保護レベルに応じて配置する。,避雷設備は、建築物の高さが 20 m を超える部分を雷撃から保護するように設けなければならない。,危険物を貯蔵する倉庫は、危険物の貯蔵量や建築物の高さにかかわらず、原則として、避雷設備を設けなければならない。,鉄骨造の鉄骨躯体は、構造体利用の引下げ導線の構成部材として利用することができる。,3,【ショーケン版】「高さにかかわらず全部」なんて法律はねえよ！危険物の倉庫であっても、避雷針が義務になるのは「指定数量の10倍以上」のヤバい量を置いてる時だけだ。ちょっと置いただけで避雷針つけろなんて、施主が泣くぞ！,【建龍版】消防法および建築基準法に基づく避難設備に関する問題です。危険物貯蔵所において避雷設備の設置が義務付けられているのは、原則として「指定数量の10倍以上」の危険物を取り扱う施設です。「貯蔵量にかかわらず」とする記述は誤りです。なお、建物の高さ20m超の規定は正しいです。,
R4-AM-18,R4,午前,18,建築学,空気調和設備,空気調和設備に関する記述として、最も不適当なものはどれか。,空気調和機は、一般にエアフィルタ、空気冷却器、空気加熱器、加湿器、送風機等で構成される装置である。,冷却塔は、温度上昇した冷却水を、空気と直接接触させて気化熱により冷却する装置である。,二重ダクト方式は、2 系統のダクトで送られた温風と冷風を、混合ユニットにより熱負荷に応じて混合量を調整して吹き出す方式である。,単一ダクト方式における CAV 方式は、負荷変動に対して風量を変える方式である。,4,【ショーケン版】CAVの「C」の意味を言ってみろ！「Constant（一定）」のCだろ。つまりCAVは「風量一定」方式なんだよ。風量を変えるのは「VAV（Variable：可変）」の仕事だ！英語の頭文字をちゃんと覚えとけ！,【建龍版】空調方式（ダクト方式）に関する問題です。「CAV方式（Constant Air Volume）」は、送風量を「一定」に保ち、送風温度を変化させて室温を調節する方式です。負荷変動に応じて「風量を変える」のは「VAV方式（Variable Air Volume）」の説明であり、不適当です。,
R4-AM-19,R4,午前,19,建築学,消火設備,消火設備に関する記述として、最も不適当なものはどれか。,屋内消火栓設備は、建物の内部に設置し、人がノズルを手に持ち、火点に向けて注水を行い、冷却作用により消火するものである。,閉鎖型ヘッドを用いる湿式スプリンクラー消火設備は、火災による煙を感知したスプリンクラーヘッドが自動的に開き、散水して消火するものである。,不活性ガス消火設備は、二酸化炭素等の消火剤を放出することにより、酸素濃度の希釈作用や気化するときの熱吸収による冷却作用により消火するものである。,水噴霧消火設備は、噴霧ヘッドから微細な霧状の水を噴霧することにより、冷却作用と窒息作用により消火するものである。,2,【ショーケン版】スプリンクラーが「煙」で開いたら大変なことになるぞ！タバコの煙でオフィスが水浸しだ。一般的なスプリンクラー（湿式）は、火の「熱」でヘッドの中の部品（可融片やバルブ）が溶けたり割れたりして水が出る仕組みなんだよ。「煙」じゃなくて「熱」だ！,【建龍版】スプリンクラー設備の仕組みに関する問題です。「閉鎖型スプリンクラーヘッド」は、火災の「熱」によって感熱体が作動し、放水口が開放されることで散水を開始します。煙を感知して作動するものではない（煙感知器は警報用）ため、記述は不適当です。,
R4-AM-20,R4,午前,20,施工管理,数量積算,積算に関する次の工事費の構成において、[ A ] [ B ] に当てはまる語句の組合せとして、正しいものはどれか。,A：工事原価、B：共通仮設費,A：工事原価、B：直接仮設費,A：現場工事費、B：共通仮設費,A：現場工事費、B：直接仮設費,1,【ショーケン版】この「家系図」みたいな工事費の構成は、暗記じゃなくて現場の金の流れで覚えろ！「純工事費」は直接工事費と「共通仮設費」を足したもん。それに監督の給料（現場管理費）を足したのが「工事原価」になるんだよ。Bを直接仮設費だと思った奴は、直接工事費の中身とゴッチャになってるぞ！,【建龍版】公共建築工事積算基準における構成の問題です。1. [ B ]：純工事費は「直接工事費」と「共通仮設費」から成ります。2. [ A ]：純工事費に現場管理費を加えたものが「工事原価」となります。この工事原価に一般管理費等を加えたものが「工事価格」となります。したがって正解は「1」です。,R4-AM-20.jpg
R4-AM-21,R4,午前,21,施工管理,仮設工事,乗入れ構台及び荷受け構台の計画に関する記述として、最も不適当なものはどれか。,クラムシェルが作業する乗入れ構台の幅は、ダンプトラック通過時にクラムシェルが旋回して対応する計画とし、 5 m とした。,道路から乗入れ構台までの乗込みスロープは、勾配を 1/6 とした。,乗入れ構台の支柱の位置は、使用する施工機械や車両の配置によって決めた。,乗入れ構台の幅は、車両の通行を 1 車線とするため、 4 m とした。,4,【ショーケン版】構台の幅が1車線で「1m」？おいおい、一輪車でも通す気か！ダンプが1台通る「1車線」なら、幅は最低でも「4m」なきゃ話にならねえだろ。逆に、道路からのスロープを「1/8」なんて緩くして場所を取るのも下手な鉄砲だ。1車線は4m、2車線なら8m、これ現場の常識だぞ！,【建龍版】乗入れ構台の計画に関する問題です。車両が通行する乗入れ構台の幅員は、1車線（片側通行）の場合で「4m以上」、2車線（すれ違い）の場合で「8m以上」を標準とします。1mとする記述は明らかに不足しており不適当です。なお、スロープ勾配は1/6以内が標準です。,
R4-AM-22,R4,午前,22,施工管理,土工事,土工事に関する記述として、最も不適当なものはどれか。,根切り底面下に被圧帯水層があり、盤ぶくれの発生が予測されたため、ディープウェル工法で地下水位を低下させた。,法付けオープンカットの法面保護をモルタル吹付けで行うため、水抜き孔を設けた。,粘性土地盤を法付けオープンカット工法で掘削するため、円弧すべりに対する安定を検討した。,ヒービングの発生が予測されたため、ウェルポイントで掘削場内外の地下水位を低下させた。,4,【ショーケン版】「ヒービング」を水抜き（ウェルポイント）で止めようとするな！ヒービングは「粘土」が回り込んでくる現象だ。ウェルポイントで水を抜くのが効くのは「砂」の時のボイリングやパイピングだろ！ヒービングを止めたきゃ、山留め壁を固い層までぶち込むか、地盤改良するしかねえんだよ。,【建龍版】地盤の破壊現象への対策に関する問題です。「ヒービング」は軟弱な粘性土地盤において、壁背面の土圧により底面が盛り上がる現象です。これに対しウェルポイント等の地下水低下工法は、砂質土地盤の「ボイリング」対策には有効ですが、ヒービング対策としては不適当です。,
R4-AM-23,R4,午前,23,施工管理,山留め工事,山留め工事の管理に関する記述として、最も不適当なものはどれか。,傾斜計を用いて山留め壁の変形を計測する場合には、山留め壁下端の変位量に注意する。,山留め壁周辺の地盤の沈下を計測するための基準点は、工事の影響を受けない付近の構造物に設置する。,山留め壁は、変形の管理基準値を定め、その計測値が管理基準値に近づいた場合の具体的な措置をあらかじめ計画する。,盤圧計は、切梁と火打ち材との交点付近を避け、切梁の中央部に設置する。,4,【ショーケン版】「盤圧計（応力計）」をそんな適当な場所に付けるな！切梁の力を正確に測りたいなら、端っこの「火打ち」が取り付いてる付近に付けて、しっかり圧力が乗るようにしなきゃ意味ねえだろ。中央部じゃたわみの影響とかで正確な数字が出ねえぞ！,【建龍版】山留めの計測管理に関する問題です。切梁の軸力を測定する「盤圧計（油圧計）」や応力計は、応力が集中しやすく、かつ安定して測定できる「切梁の端部（火打ち金物の近傍）」に設置するのが原則です。中央部とする記述は不適当です。,
R4-AM-24,R4,午前,24,施工管理,杭工事,場所打ちコンクリート杭地業に関する記述として、最も不適当なものはどれか。,コンクリートの打込みにおいて、トレミー管のコンクリート中への挿入長さが長すぎると、コンクリートの流出が悪くなるため、最長でも 6 m 程度とした。,アースドリル工法における鉄筋かごのスペーサーは、孔壁を損傷させないよう、平鋼を加工したものを用いた。,オールケーシング工法における孔底処理は、孔内水がない場合やわずかな場合にはハンマーグラブにより掘りくずを除去した。,リバース工法における孔内水位は、地下水位より 2 m 程度高く保った。,1,【ショーケン版】トレミー管を「6m」も突っ込んでおく奴があるか！そんなことしたら中でコンクリが詰まるか、管が抜けなくなるぞ。トレミー管の挿入深さは「2m〜4m」くらいでこまめに調整して、上げ下げするのがプロの杭打ちだ。6mは欲張りすぎだ！,【建龍版】場所打ち杭のコンクリート打設に関する問題です。トレミー管の先端は、常にコンクリート内に「2m以上」挿入されている必要がありますが、逆に長すぎると流動性を阻害するため、一般に「4m（〜6m）」を超えないように管理します。本問では1番の基準値や2番の平鋼スペーサーの是非が問われますが、標準仕様では「2m以上」かつ「こまめな引き抜き」が強調されます。（※アースドリルではD13鉄筋スペーサーが標準のため2も不適当な場合があります）,
R4-AM-25,R4,午前,25,施工管理,鉄筋工事,鉄筋のガス圧接に関する記述として、最も不適当なものはどれか。ただし、鉄筋は SD 345 の D 29 とする。,隣り合うガス圧接継手の位置は、 400 mm 程度ずらした。,圧接部のふくらみの長さは、鉄筋径の 1.1 倍以上とした。,"柱主筋のガス圧接継手位置は、梁上端から 500 mm 以上、 1,500 mm 以下、かつ柱の内法高さの 3/4 以下とした。",鉄筋の中心軸の偏心量は、鉄筋径の 1/5 以下とした。,1,【ショーケン版】「D29」の圧接を並べて打つなよ！隣り合う継手をずらす（千鳥にする）距離は、鉄筋径の「25倍」か、せめて「400mm以上」離さなきゃ強度が不安だろ。300mmじゃあ D29の25倍（約725mm）に全然足りねえ。もっとガッツリ離せ！,【建龍版】鉄筋ガス圧接の配筋規定に関する問題です。隣り合う鉄筋の継手位置は、構造上の弱点とならないよう相互に「400mm以上」ずらすことが標準仕様書（JASS 5）等で規定されています。300mmとする記述は不足しており不適当です。また、偏心量は「径の1/5以下」が正しい規定です。,
R4-AM-26,R4,午前,26,施工管理,コンクリート工事,コンクリートの調合に関する記述として、最も不適当なものはどれか。,普通コンクリートに再生骨材 H を用いる場合の水セメント比の最大値は、 60 % とする。,コンクリートの調合強度を定める際に使用する圧縮強度の標準偏差は、実績がない場合、 3.0 N/mm2 とする。,単位水量は、 185 kg/m3 以下とし、コンクリートの品質が得られる範囲内で、できるだけ小さくする。,高強度コンクリートに含まれる塩化物量は、塩化物イオン量として 0.30 kg/m3 以下とする。,2,【ショーケン版】実績がない工場の「標準偏差（ばらつき）」を、たった「1.5」で信用するなんて甘すぎるぞ！初めて頼むような工場なら、品質がどれくらいブレるかわからねえんだから、安全を見込んで標準偏差は「3.0 N/mm2」以上で計算するのがJASS 5のルールだ！1.5なんてのは超優秀な工場の数字だ！,【建龍版】コンクリートの調合強度（標準偏差）に関する問題です。圧縮強度の標準偏差は、実績が不明な場合、安全を見て「3.0 N/mm2」以上として算出します。1.5 N/mm2 とする記述は過小評価であり、調合強度が不足する恐れがあるため不適当です。,
