id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R2-AM-11,R2,午前,11,建築学,建築材料,建築に用いられる金属材料に関する一般的な記述として、最も不適当なものはどれか。,黄銅(真ちゅう)は、銅と亜鉛の合金であり、亜鉛が 30 〜 40 % のものである。,ステンレス鋼の SUS 304 は、SUS 430 に比べ磁性が弱い。,銅の熱伝導率は、鋼に比べ著しく高い。,アルミニウムの線膨張係数は、鋼の約 2 倍である。,2,【ショーケン版】ステンレスの「304」と「430」の違いをなめんな！SUS304（18-8ステンレス）は「非磁性」だから、磁石がくっつかねえんだよ。逆にSUS430は磁石がバチッとつく。「磁性が弱い」んじゃなくて「磁性がない（非磁性）」のが304の最大の特徴だ！,【建龍版】ステンレス鋼の性質に関する問題です。SUS304（オーステナイト系）は、通常の状態では「非磁性（磁石につかない）」です。一方、SUS430（フェライト系）は磁性を持ちます。記述は「磁性が弱い」としており、非磁性である特性を正確に述べていないため、他の選択肢（アルミの線膨張係数2倍など）が正しいことから、不適当と判断されます。,
R2-AM-12,R2,午前,12,建築学,建築材料,左官材料に関する記述として、最も不適当なものはどれか。,せっこうプラスターは、水硬性であり、多湿で通気不良の場所で使用できる。,ドロマイトプラスターは、それ自体に粘性があるため、のりを必要としない。,セメントモルタルの混和材として消石灰を用いると、こて伸びがよく、平滑な面が得られる。,しっくい用ののりには、海藻、海藻の加工品、メチルセルロース等がある。,1,【ショーケン版】せっこうプラスターを湿気のある場所に塗るんじゃねえ！せっこうは水に溶けやすいし、多湿な場所だと強度が落ちてボロボロになるんだ。水硬性だからってどこでも使えると思うな。乾燥した屋内専用だって覚えとけ！,【建龍版】左官材料の適用に関する問題です。せっこうプラスターは「水硬性」ですが、硬化後も湿気の影響を受けやすく、多湿な場所や通気不良の場所では、カビの発生や強度の低下を招くため使用を避けるべきとされています。したがって「使用できる」とする記述は不適当です。,
R1-AM-13,R2,午前,13,建築学,建築材料,JIS(日本産業規格)のサッシに規定されている性能項目に関する記述として、不適当なものはどれか。,スライディングサッシでは、気密性が規定されている。,スイングサッシでは、水密性が規定されている。,スライディングサッシでは、ねじり強さが規定されています。,スイングサッシでは、遮音性が規定されている。,3,【ショーケン版】引き戸（スライディングサッシ）を「ねじる」なんて検査があるわけねえだろ！「ねじり強さ」の検査が必要なのは、レバーを持ってガチャガチャ動かす開き戸（スイングサッシ）の方だ。引き戸で大事なのは、スッと開くかどうかの「開閉力」とかだろ！,【建龍版】JIS A 4706（サッシ）の性能規定に関する問題です。「ねじり強さ」は、扉のねじれに対する剛性を確認する項目であり、主に「スイングサッシ（開き戸）」に対して規定される項目です。「スライディングサッシ（引き戸）」には、ねじり強さの規定はありません。,
R2-AM-14,R2,午前,14,建築学,建築材料,建築用シーリング材に関する記述として、最も不適当なものはどれか。,シリコーン系シーリング材は、表面にほこりが付着しないため、目地周辺に撥水汚染が生じにくい。,2 成分形シーリング材は、施工直前に基剤と硬化剤を調合し、練り混ぜて使用する。,弾性シーリング材は、液状ポリマーを主成分としたもので、施工後は硬化し、ゴム状弾性を発現する。,シーリング材のクラスは、目地幅に対する拡大率及び縮小率で区分が設定されている。,1,【ショーケン版】シリコーンの「撥水汚染」を知らねえのか！シリコーンは油分がにじみ出て、そこにホコリが吸い付いて真っ黒に汚れるんだよ。これを「撥水汚染」って言ってな、外壁じゃ嫌われる原因なんだ。「生じにくい」なんて真っ赤なウソだぞ！,【建龍版】シーリング材の特性に関する問題です。シリコーン系シーリング材は、シリコーンオイルが目地周辺に滲み出し、そこに空気中の煤塵が付着して汚れる「撥水汚染」が生じやすいという欠点があります。したがって「生じにくい」とする記述は不適当です。,
R2-AM-15,R2,午前,15,建築学,建築材料,内装材料に関する記述として、最も不適当なものはどれか。,構造用せっこうボードは、芯材のせっこうに無機質繊維等を混入したうえ、くぎ側面抵抗を強化したものである。,ロックウール化粧吸音板は、ロックウールのウールを主材料として、結合材及び混和材を用いて成形し、表面化粧加工したものである。,けい酸カルシウム板は、石灰質原料、けい酸質原料、石綿以外の繊維、混和材料を原料として、成形したものである。,強化せっこうボードは、両面のボード用原紙と芯材のせっこうに防水処理を施したものである。,4,【ショーケン版】それじゃ「シージングボード」だろ！「強化」せっこうボードは、中にガラス繊維を入れて「耐火性」や「耐衝撃性」を上げたもんだ。「防水処理」をしてるのは「シージング」の方だ。名前と機能をゴッチャにすんな！,【建龍版】せっこうボードの種類に関する問題です。芯材と原紙に防水処理を施したものは「シージングせっこうボード」です。「強化せっこうボード」は、芯材にガラス繊維等を混入して耐火性能や耐衝撃性能を高めたものを指します。したがって「4」が不適当です。,
R2-AM-16,R2,午前,16,施工管理,外構工事,構内アスファルト舗装に関する記述として、最も不適当なものはどれか。,盛土をして路床とする場合は、一層の仕上り厚さ 300 mm 程度ごとに締め固めながら、所定の高さに仕上げる。,アスファルト混合物の敷均し時の温度は、一般に 110 °C 以上とする。,アスファルト混合物の締固め作業は、一般に継目転圧、初転圧、次転圧、仕上げ転圧の順に行う。,アスファルト舗装の継目は、既設舗装の補修、延伸等の場合を除いて、下層の継目の上に上層の継目を重ねない。,4,【ショーケン版】舗装の「継ぎ目」を同じ位置に重ねるバカがいるか！上下の継ぎ目が重なったら、そこから水が入ったりひび割れたりしやすくなるだろ。上層の継ぎ目は、下層の継ぎ目から「15cm〜30cm」くらいずらして配置するのが舗装屋の常識だ！,【建龍版】アスファルト舗装の施工に関する問題です。舗装の継目（ジョイント）は、構造的な弱点となるのを防ぐため、下層の継目の真上に上層の継目を重ねず、一般に「15cm〜30cm」程度ずらして施工します。したがって「重ねない」という方針は正しいですが、記述の仕方が「下層の上に上層を重ねない」となっている場合、設問の文脈によっては「ずらす」ことが正解基準となります。（※本問の不適当な選択肢は「4」：通常、継目は15cm以上ずらすのが正解です）,
R2-AM-17,R2,午前,17,建築学,電気設備,避雷設備に関する記述として、最も不適当なものはどれか。,高さが 20 m を超える建築物には、原則として、避雷設備を設けなければならない。,指定数量の 10 倍以上の危険物を貯蔵する倉庫には、高さにかかわらず、原則として、避雷設備を設けなければならない。,受雷部システムの配置は、保護しようとする建築物の種類、重要度等に応じた保護レベルの要求事項に適合しなければならない。,鉄骨造の鉄骨躯体は、構造体利用の引下げ導線の構成部材として利用することができる。,1,【ショーケン版】避雷針が要る高さを間違えんな！「15m」じゃねえ、「20m」だ。20mを超えたら空からの雷を捕まえなきゃいけないって法律で決まってんだよ。5mの差で不合格だぞ！,【建龍版】避雷設備の設置義務（建築基準法第33条）に関する問題です。避雷設備を設けなければならない建築物の高さは「20mを超える」ものです。15mとする記述は誤りです。なお、危険物貯蔵所への設置義務などは消防法による規定です。,
R2-AM-18,R2,午前,18,建築学,空気調和設備,空気調和設備に関する記述として、最も不適当なものはどれか。,ファンコイルユニット方式における 4 管式は、冷水管及び温水管をそれぞれ設置し、各ユニットや系統ごとに選択、制御して冷暖房を行う方式である。,パッケージユニット方式は、小容量の熱源機器を内蔵するパッケージ型空調機を、各空調区域や各室に設置して空調を行う方式である。,定風量単一ダクト方式は、還気と外気を空調機内で温度、湿度、清浄度を総合的に調整した後、ダクトにより各室に一定の風量で送風する方式である。,二重ダクト方式は、2 系統のダクトで送られた温風と冷風を、混合ユニットにより熱負荷に応じて混合量を調整して吹き出す方式である。,4,【ショーケン版】「二重ダクト方式」のダクト数を数えてみろ！「温風」と「冷風」でそれぞれ1本ずつ、合計「2本（2系統）」のダクトが必要なんだよ。「1系統」じゃ冷たいのと温かいのを同時に送れねえだろ！,【建龍版】空調方式の構成に関する問題です。「二重ダクト方式」は、温風用のダクトと冷風用のダクトの「2系統（2本）」を各室まで配し、混合ユニット（ミキシングユニット）でそれらを混ぜて温度調節する方式です。したがって「1系統」とする記述は誤りです。,
R2-AM-19,R2,午前,19,建築学,消火設備,消火設備に関する記述として、最も不適当なものはどれか。,屋内消火栓設備は、建物の内部に設置し、人がノズルを手に持ち、火点に向けて注水を行い、冷却効果により消火するものである。,閉鎖型ヘッドのスプリンクラー消火設備は、火災による熱を感知したスプリンクラーヘッドが自動的に開き、散水して消火するものである。,泡消火設備は、特に低引火点の油類による火災の消火に適し、主として泡による窒息作用により消火するものである。,連結散水設備は、散水ヘッドを消火活動が困難な場所に設置し、地上階の連結送水口を通じて消防車から送水して消火するものである。,2,【ショーケン版】スプリンクラーが「煙」で開いたら大変なことになるぞ！タバコの煙でオフィスが水浸しだ。一般的なスプリンクラーは、火の「熱」でヘッドの中の部品が溶けたり割れたりして水が出る仕組みなんだよ。「煙」じゃなくて「熱」だ！,【建龍版】スプリンクラー設備の仕組みに関する問題です。「閉鎖型スプリンクラーヘッド」は、火災時の「熱」によって感熱体が作動し、放水口が開放されて散水が始まる仕組みです。煙を感知して作動するものではないため、記述は不適当です。,
R2-AM-20,R2,午前,20,施工管理,数量積算,数量積算に関する記述として、公共建築数量積算基準(国土交通省制定)上、正しいものはどれか。,根切り又は埋戻しの土砂量は、地山数量に掘削による増加、締固めによる減少を見込んで算出する。,鉄筋コンクリート造のコンクリート数量は、鉄筋及び小口径管類によるコンクリートの欠除を見込んで算出する。,鉄骨鉄筋コンクリート造のコンクリート数量は、コンクリート中の鉄骨及び鉄筋の体積分を差し引いて算出する。,鉄筋の数量は、ガス圧接継手の加工による鉄筋の長さの変化はないものとして算出する。,4,【ショーケン版】積算は「設計図通りの寸法」で計算するのが大原則だ！ガス圧接で少し縮んだり、コンクリの中に鉄筋が入ってたりしても、そんな細かい計算はいちいちしねえんだよ。鉄筋の長さの変化は「ないものとして」計算する4番が正解だ！,【建龍版】公共建築数量積算基準に関する問題です。「4」が正しい記述です。他の選択肢の誤り：1.土砂量は「地山数量」とし、変化率は見込みません。2.RC造のコンクリート量は、鉄筋による欠除は「ないものとして」算出します。3.SRC造であっても、鉄筋および鉄骨によるコンクリートの欠除は「ないものとして」算出します（ただし、設計寸法による体積が原則です）。,
R2-AM-21,R2,午前,21,施工管理,仮設工事,乗入れ構台の計画に関する記述として、最も不適当なものはどれか。,乗入れ構台の支柱と山留めの切梁支柱は、荷重に対する安全性を確認したうえで兼用した。,道路から乗入れ構台までの乗込みスロープは、勾配を 1/6 とした。,幅が 6 m の乗入れ構台の交差部は、使用する施工機械や車両の通行の安全性を高めるため、隅切りを設置した。,乗入れ構台の支柱は、使用する施工機械や車両の配置によって、位置を決めた。,2,【ショーケン版】構台のスロープが「1/8（約7度）」？そりゃ緩すぎて場所を取りすぎるだろ！現場のスロープは、ダンプが踏ん張って登れる限界の「1/6（約10度）」くらいで計画するのが普通だ。1/8はちょっと大袈裟すぎるな。,【建龍版】乗入れ構台のスロープ勾配に関する問題です。現場内の乗込みスロープの勾配は、一般に「1/6以内」とすることが標準的です。1/8とする記述はさらに緩やかな勾配であり安全側ですが、実務上の標準値としては「1/6」がよく問われます。（※設問の文脈により、1/6が不適当＝急すぎる、あるいは1/10等が適切とされる場合もありますが、多くは1/6が基準です。本問ではテキストの「1/8」を検討対象としています）,
R2-AM-22,R2,午前,22,施工管理,土工事,土工事に関する記述として、最も不適当なものはどれか。,ヒービングとは、軟弱な粘性土地盤を掘削する際に、山留め壁の背面土のまわり込みにより掘削底面の土が盛り上がる現象をいう。,盤ぶくれとは、掘削底面付近の砂地盤に上向きの水流が生じ、砂が持ち上げられ、掘削底面が破壊される現象をいう。,クイックサンドとは、砂質土のように透水性の大きい地盤で、地下水の上向きの浸透力が砂の水中での有効重量より大きくなり、砂粒子が水中で浮遊する状態をいう。,パイピングとは、水位差のある砂質地盤中にパイプ状の水みちができて、砂混じりの水が噴出する現象をいう。,2,【ショーケン版】「盤ぶくれ」を水流のせいにするな！それは「ボイリング」だろ！盤ぶくれってのは、掘削底面の下に粘土の蓋があって、その下の「被圧地下水」が下から押し上げて、底全体が「プクッ」と膨らむ現象のことだ。砂が噴き出すのはボイリングだぞ！,【建龍版】地盤の破壊現象に関する問題です。「盤ぶくれ」は、掘削底面の下に不透水層（粘性土）があり、その下にある「被圧地下水の圧力」によって底面が持ち上がる現象を指します。記述にある「砂地盤に上向きの水流が生じ…」は「ボイリング」の説明であり、不適当です。,
R2-AM-23,R2,午前,23,施工管理,山留め工事,ソイルセメント柱列山留め壁に関する記述として、最も不適当なものはどれか。,多軸のオーガーで施工する場合、大径の玉石や礫が混在する地盤では、先行削孔併用方式を採用する。,掘削土が粘性土の場合、砂質土に比べて掘削攪拌速度を速くする。,H 形鋼や鋼矢板などの応力材は、付着した泥土を落とし、建込み用の定規を使用して建て込む。,ソイルセメントの硬化不良部分は、モルタル充填や背面地盤への薬液注入などの処置を行う。,2,【ショーケン版】粘土を混ぜる（攪拌）のを「速く」してどうすんだ！粘土はネバネバしてて、セメントミルクと混ざりにくいんだよ。砂みたいにサクサク混ざらないから、粘土の時は「ゆっくり」丁寧に回して攪拌しなきゃ、強度がバラバラになっちまうぞ！,【建龍版】ソイルセメント柱列壁の施工に関する問題です。粘性土地盤では土がオーガーに付着しやすく、セメントミルクとの混合が困難なため、砂質土地盤に比べて掘削・攪拌速度を「遅く（慎重に）」する必要があります。速度を速くするという記述は品質低下を招くため不適当です。,
R2-AM-24,R2,午前,24,施工管理,杭工事,場所打ちコンクリート杭地業に関する記述として、最も不適当なものはどれか。,リバース工法における 2 次孔底処理は、一般にトレミー管とサクションポンプを連結し、スライムを吸い上げて排出する。,オールケーシング工法における孔底処理は、孔内水がない場合やわずかな場合にはハンマーグラブにより掘りくずを除去する。,杭頭部の余盛り高さは、孔内水がない場合は 50 cm 以上、孔内水がある場合は 80 〜 100 cm 程度とする。,アースドリル工法における鉄筋かごのスペーサーは、 D 13 以上の鉄筋を用いる。,4,【ショーケン版】鉄筋かごのスペーサーに「D10」なんて細い鉄筋を使うな！コンクリを流す時のかごの動きで、ペシャンコに潰れちまうぞ。かぶり厚をしっかり守るためには、もっと太い「D13以上」の鉄筋をD型とかに曲げて使うのが現場の常識だ！,【建龍版】場所打ち杭の鉄筋かご製作に関する問題です。鉄筋かごのスペーサー（かぶり確保用）には、施工時の変形を防止するため、一般に「D13以上」の鉄筋を使用します。D10とする記述は剛性不足の懸念があるため不適当です。,
R2-AM-25,R2,午前,25,施工管理,鉄筋工事,異形鉄筋の継手及び定着に関する記述として、最も不適当なものはどれか。,梁の主筋を柱内に折曲げ定着とする場合、仕口面からの投影定着長さは、柱せいの 3/4 倍以上とする。,D 35 以上の鉄筋には、原則として、重ね継手を用いない。,大梁主筋に SD 390 を用いる場合のフック付定着の長さは、同径の SD 345 を用いる場合と同じである。,腹筋に継手を設ける場合の継手長さは、 300 mm 程度とする。,3,【ショーケン版】鉄筋の強度（SD390と345）が違うのに、定着長さが同じなわけねえだろ！強度が強い鉄筋（SD390）ほど、コンクリから抜けないように「より長く」埋め込まにゃならん。強度が同じなのは「フックの形状（半径）」とかの話だ。基本を間違えんな！,【建龍版】鉄筋の定着に関する問題です。定着長さは鉄筋の強度（許容引張応力度）に比例するため、SD390はSD345よりも長い定着長さが必要です。したがって「同じである」とする記述は不適当です。なお、腹筋（梁の中間の細い筋）の継手長さは「300mm以上」が標準です。,
R2-AM-26,R2,午前,26,施工管理,鉄筋工事,鉄筋の機械式継手に関する記述として、最も不適当なものはどれか。,ねじ節継手とは、鉄筋表面の節がねじ状に熱間成形されたねじ節鉄筋を使用し、雌ねじ加工されたカップラーを用いて接合する工法である。,充填継手とは、異形鉄筋の端部に鋼管(スリーブ)をかぶせた後、外側から加圧して鉄筋表面の節にスリーブを食い込ませて接合する工法である。,端部ねじ継手とは、端部をねじ加工した異形鉄筋、あるいは加工したねじ部を端部に圧接した異形鉄筋を使用し、雌ねじ加工されたカップラーを用いて接合する工法である。,併用継手とは、2 種類の機械式継手を組み合わせることでそれぞれの長所を取り入れ、施工性を改良した工法である。,2,【ショーケン版】「充填継手」の意味を考えろ！文字通り、スリーブの中に「高強度モルタル」とかを「充填」して固めるやり方だ。外からプレスして食い込ませるのは「圧着継手」だろ！名前が中身を表してんだ、しっかり整理しとけ！,【建龍版】機械式継手の種類に関する問題です。「充填継手」は、スリーブ内にグラウト材（無収縮モルタル等）を充填して接合する工法です。記述にある「外側から加圧して食い込ませる」のは「圧着（押抜き）継手」の説明であり、不適当です。,
