id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
H26-AM-11,H26,午前,11,建築学,建築材料,コンクリートに関する記述として、最も不適当なものはどれか。,コンクリートにAE剤を混入すると、凍結融解作用に対する抵抗性が改善される。,コンクリートのポアソン比は 0.2 程度である。,空気量が 1 % 増加すると、コンクリートの圧縮強度は 4 〜 6 % 低下する。,コンクリートのヤング係数は、単位容積質量が大きくなるほど、小さくなる。,4,【ショーケン版】おい！ヤング係数ってのは「材料の硬さ」だろ！単位容積質量が大きい、つまりギッシリ詰まって重てえコンクリの方が、スカスカのやつより硬いに決まってんだろ！質量が大きければヤング係数も「大きく」なる。物理の基本を忘れるなよ！,【建龍版】コンクリートの物理的性質に関する問題です。ヤング係数（弾性係数）は、コンクリートの強度のほか、単位容積質量が大きくなるほど「大きく」なります。したがって「小さくなる」とする記述は不適当です。AE剤による耐凍害性向上や、空気量1%増による強度5%程度の低下は正しい知識です。,
H26-AM-12,H26,午前,12,建築学,建築材料,左官材料に関する記述として、最も不適当なものはどれか。,メチルセルロースは、水溶性粉末でセメントモルタルに混入して、作業性の向上のために用いられる。,パーライトは、真珠岩や黒曜石を粉砕し、高温で急激に加熱し膨張させた軽量骨材である。,ドロマイトプラスターは、それ自体に粘りがないため、のりを必要とする。,せっこうプラスターは、主成分である焼せっこうが水和反応を起こし、余剰水が発散して硬化する塗り壁材料である。,3,【ショーケン版】ドロマイトプラスターの特徴を勘違いすんなよ！あいつは自分自身でベタベタした「粘り」を持ってるのが売りなんだ。だから糊（のり）なんて混ぜる必要はねえ。糊がいるのは「シックイ（消石灰）」の方だ。左官材料の配合を混同すんじゃねえぞ！,【建龍版】左官材料の硬化特性に関する問題です。ドロマイトプラスターは、それ自体に強い粘性があるため、施工時に糊を添加する必要がありません。これに対し、消石灰を主成分とする「しっくい」は粘りがないため糊を必要とします。したがって「3」が不適当です。,
H26-AM-13,H26,午前,13,建築学,建築材料,建築用ガラスに関する記述として、最も不適当なものはどれか。,複層ガラスは、2枚の板ガラスの間に乾燥空気層を設けて密封したもので、結露防止に効果のあるガラスである。,熱線吸収板ガラスは、板ガラスに鉄、ニッケル、コバルトなどを微量添加したもので、冷房負荷の軽減に効果のあるガラスである。,合わせガラスは、2枚以上の板ガラスに中間膜を挟み全面接着したもので、外力の作用によって破損しても、破片の大部分が飛び散らないようにしたガラスである。,倍強度ガラスは、板ガラスを熱処理してガラス表面に適切な大きさの圧縮応力層をつくり、破壊強度を増大させ、かつ、破損したときに細片となるようにしたガラスである。,4,【ショーケン版】「倍強度ガラス」と「強化ガラス」を一緒くたにすんじゃねえ！割れた時に粉々（細片）になって安全なのは「強化ガラス」だ。倍強度ガラスは強度は高いが、割れた時は普通のガラスと同じでデカい破片が降ってくるんだよ！現場の安全管理上、この違いは致命的だぞ！,【建龍版】機能ガラスの特性に関する問題です。倍強度ガラスは、通常のガラスの2倍程度の耐風圧強度を持ちますが、破損時の割れ方は通常のガラスとほぼ同様です。破損時に「細片」となるのは「強化ガラス（通常の3〜5倍の強度）」の特徴です。したがって「4」が不適当です。,
H26-AM-14,H26,午前,14,建築学,建築材料,アスファルト防水材料に関する記述として、最も不適当なものはどれか。,砂付ストレッチルーフィング 800 の数値 800 は、製品の抗張積の呼びを表している。,有機溶剤タイプのアスファルトプライマーは、ブローンアスファルトなどを揮発性溶剤に溶解したものである。,改質アスファルトは、合成ゴム又はプラスチックを添加して性質を改良したアスファルトである。,改質アスファルトルーフィングシートには、温度特性による区分でI類とII類があり、I類の方が低温時の耐折り曲げ性がよい。,4,【ショーケン版】アスファルトのシート、I類とII類どっちが寒さに強いか知ってんのか？数字が大きい「II類」の方が、マイナス20度でも折れねえくらいのタフなやつなんだよ！I類はマイナス10度までだ。寒冷地の現場でI類なんか使ったら、施工中にバキバキに割れちまうぞ！,【建龍版】改質アスファルトルーフィングシート（JIS A 6013）の区分に関する問題です。温度特性による区分において、I類（一般地用）よりもII類（積雪・寒冷地用）の方が低温時の耐折り曲げ性能に優れています。したがって「I類の方がよい」とする記述は不適当です。,
H26-AM-15,H26,午前,15,建築学,建築材料,床材料に関する記述として、最も不適当なものはどれか。,コンポジションビニル床タイルは、単層ビニル床タイルよりバインダー量を多くした床タイルである。,複層ビニル床タイルは、耐水性、耐薬品性、耐磨耗性に優れているが、反面、熱による伸縮性が大きい。,ウィルトンカーペットは、機械織りカーペットで、数色のパイル糸を使って模様を織り出すことができる。,リノリウムシートは、あまに油、松脂、コルク粉、木粉、炭酸カルシウム等を練り込んで、麻布を裏打ち材として成形した床シートである。,1,【ショーケン版】「バインダー」ってのは接着剤みたいな樹脂分のことだ。コンポジションタイルは石粉が多くて樹脂が少ねえから「コンポジション（合成）」なんだよ！単層ビニル床タイル（ホモジニアスタイル）の方が樹脂分が多くて高級でしなやかなんだ。言葉の響きに騙されんな！,【建龍版】ビニル床タイルの分類に関する問題です。JIS A 5705において、バインダー（塩化ビニル樹脂等の結合材）の含有率が30%以上のものを「ホモジニアスビニル床タイル」、30%未満のものを「コンポジションビニル床タイル」と呼びます。したがって、コンポジションの方がバインダー量が多いとする記述は不適当です。,
H26-AM-16,H26,午前,16,施工管理,植栽工事,植栽工事に関する記述として、最も不適当なものはどれか。,樹木は工事現場搬入後、仮植えや保護養生してから植え付けるよりも、速やかに植え付ける方がよい。,幹周は、樹木の幹の周長をいい、根鉢の上端より 1.2 m の位置を測定する。,断根式根回しは、キンモクセイ、サザンカなどの比較的浅根性又は非直根性の樹種に用いる。,根巻きを行う場合、掘り取る際の根鉢の鉢径は、樹木の根元幹径の 4 〜 5 倍とする。,2,【ショーケン版】おい！樹木のサイズを測る時に、どこでも1.2mの位置で計りゃいいってもんじゃねえぞ！1.2mで計るのは「胸高直径」だ。「幹周（みきまわり）」は通常、地面（根元）から0.5mの位置で測るんだよ！現場で職人に指示出す時に恥かかねえようにしとけ！,【建龍版】樹木の検収・測定方法に関する問題です。「幹周（かんしゅう）」は、一般に根元（根鉢の上端）から「0.5m」の位置における幹の周長を指します。1.2mの位置で測るのは「胸高直径（きょうこうちょっけい）」であり、混同しやすいため注意が必要です。したがって「2」が不適当です。,
H26-AM-17,H26,午前,17,建築学,電気設備,避雷設備に関する記述として、最も不適当なものはどれか。,高さが 15 m を超える建築物には、原則として避雷設備を設ける。,指定数量の 10 倍以上の危険物を貯蔵する倉庫には、高さにかかわらず、原則として避雷設備を設ける。,受雷部は、保護しようとする建築物等の種類、重要度等に対応した 4 段階の保護レベルに応じて配置する。,鉄筋コンクリート造の鉄筋は、構造体利用の引下げ導線の構成部材として利用することができる。,1,【ショーケン版】おいおい、避雷針が必要な高さを間違えたら、落雷で建物が丸焦げになるぞ！建築基準法で決まってるのは「20m超」だ。15mじゃまだ義務じゃねえ。この「20m」って数字は現場の法規チェックで絶対に外せない数字だ、今すぐ叩き込め！,【建龍版】建築基準法およびJIS A 4201に基づく避雷設備の設置基準に関する問題です。建築基準法第33条により、避雷設備を設けなければならないのは高さ「20m」を超える建築物です。15mとする記述は不適当です。危険物貯蔵施設への設置義務や、RC造鉄筋の導線利用などは正しい記述です。,
H26-AM-18,H26,午前,18,建築学,排水設備,排水工事に関する記述として、最も不適当なものはどれか。,屋内の自然流下式横走り排水管の最小勾配は、管径が 100 mm の場合、1/100 とする。,雨水排水立て管は、汚水排水管若しくは通気管と兼用し、又はこれらの管に連結してはならない。,排水系統に設ける通気管の最も重要な役割は、汚水や雑排水の逆流を防止することである。,排水トラップの封水深は、阻集器を兼ねるものを除き、5 〜 10 cm とする。,3,【ショーケン版】通気管がなんのために付いてるか、わかってねえ奴が多いんだよな。あれは、大量の水が流れた時に、サイホン作用でトラップの水（封水）が一緒に吸い込まれねえように空気を供給して守るためのもんだ。「封水の保護」こそが最大の任務だ、逆流防止じゃねえぞ！,【建龍版】排水通気設備における通気管の役割に関する問題です。通気管の最も重要な役割は、排水管内の気圧変動を緩和し、排水トラップ内の「封水（ふうすい）を保持・保護」することです。汚水の逆流防止は通気管の直接的な役割ではありません。したがって「3」が不適当です。封水深5〜10cmという数値も基本ですので覚えましょう。,
H26-AM-19,H26,午前,19,建築学,消防設備,消防用設備等に関する記述として、最も不適当なものはどれか。,連結散水設備は、地下街など、火災が発生すると煙が充満して消火活動が困難な場所に設置される。,水噴霧消火設備は、微細な霧状の水の噴霧による冷却、窒息効果により消火するもので、自動車駐車場に適している。,粉末消火設備は、燃焼の抑制効果と窒息効果により消火するもので、ボイラ室に適している。,泡消火設備は、主として泡による冷却、窒息効果により消火するもので、電気室に適している。,4,【ショーケン版】おい！電気室に「泡（水気）」をぶっかけてどうすんだ！ショートして感電事故か機器の全損、どっちにしても大惨事だろ！電気室には、電気を通さない「二酸化炭素」とか「不活性ガス」系の消火設備を使うのが鉄則だ。現場の設備、ちゃんと見て回れよ！,【建龍版】消火設備の適応性に関する問題です。泡消火設備は水を主成分とするため、電気設備がある「電気室」等に使用すると、感電や短絡（ショート）による機器破損の恐れがあり適しません。電気室には二酸化炭素、ハロゲン化物、粉末消火設備等が用いられます。したがって「4」が不適当です。,
H26-AM-20,H26,午前,20,施工管理,数量積算,数量積算に関する記述として、公共建築数量積算基準(国土交通省制定)上、誤っているものはどれか。,根切りの数量の算出では、杭の余長による根切り量の減少はないものとする。,コンクリートの数量の算出では、鉄筋及び小口径管類によるコンクリートの欠除はないものとする。,スタラップ(あばら筋)の長さの算出では、梁のコンクリート断面の設計寸法による周長にフック相当部分を加えた長さとする。,平場の防水層の数量の算出では、原則として躯体又は準躯体の設計寸法による面積とする。,3,【ショーケン版】積算の計算、適当にやってんじゃねえぞ！あばら筋（スターラップ）の長さを、コンクリの外周（設計寸法）で計ったら、鉄筋がコンクリからハミ出すだろ！鉄筋は「設計中心線」で計算するのがルールだ。細かいことだが、これが積算の「当たり前」だぞ！,【建龍版】公共建築数量積算基準における鉄筋の積算方法に関する問題です。あばら筋（スターラップ）や帯筋（フープ）の長さは、コンクリート断面の設計寸法による周長ではなく、鉄筋の「設計中心線」による周長にフック相当分を加えて算出します。したがって「3」が誤りです。コンクリート内の鉄筋体積を控除しない点などは正しい記述です。,
H26-AM-21,H26,午前,21,施工管理,仮設工事,乗入れ構台及び荷受け構台に関する記述として、最も不適当なものはどれか。,車両動線を一方通行とする乗入れ構台の幅は、4 m とした。,乗入れ構台の支柱の位置は、基礎、柱、梁及び耐力壁を避けて、5 m 間隔とした。,荷受け構台の作業荷重は、自重と積載荷重の合計の 5 % とした。,荷受け構台への積載荷重の偏りは、構台全スパンの 60 % にわたって分布するものと仮定した。,3,【ショーケン版】荷受け構台をなめんじゃねえぞ！荷物を積んだり降ろしたりすりゃ、横揺れが起きるだろ。水平荷重は「5%」じゃ足りねえ、「10%以上」で見とかなきゃ、ガタがきて崩壊しちまうぞ。安全率は余裕を持って計算しろ！,【建龍版】荷受け構台の設計荷重に関する問題です。構台に作用する水平荷重（作業荷重）は、一般に固定荷重と積載荷重の合計の「10%以上」として計算します。5%とする記述は過小評価であり、不適当です。なお、乗入れ構台の幅4m（一方通行）などは適切な設定です。,
H26-AM-22,H26,午前,22,施工管理,土工事,根切り工事に関する記述として、最も不適当なものはどれか。,粘性土地盤を法付けオープンカット工法で掘削するので、円弧すべりに対する安定を検討した。,法付けオープンカットの法面保護をモルタル吹付けで行ったので、水抜き孔を設けた。,掘削深さが 1.5 m 以上であり、法付けができなかったので、山留めを設けた。,掘削深さが 5 m の砂からなる地山を手掘りとしたので、法面の勾配は 45 度とした。,4,【ショーケン版】おい！砂の山を45度で掘り進めるなんて、自殺行為だぞ！砂は粘り気がねえから、急勾配だとすぐに崩れて生き埋めになっちまう。砂質土の手掘りなら「35度以下」にするのが鉄則だ。命を守るための角度を間違えるな！,【建龍版】土工事の安全基準（労働安全衛生規則）に関する問題です。砂からなる地山を掘削する場合、崩壊を防止するための法面勾配は「35度以下」と定められています。45度は粘性土や硬質粘土などの基準であり、砂地盤では不適当です。掘削深さ1.5m以上での山留め設置等は正しい判断です。,
H26-AM-23,H26,午前,23,施工管理,山留め工事,山留め工事の管理に関する記述として、最も不適当なものはどれか。,山留め壁周辺の地盤の沈下を計測するための基準点は、工事の影響を受けない付近の構造物に設けた。,水平切梁工法において、切梁に導入するプレロードは、設計切梁軸力の 100 % に相当する荷重とした。,山留め壁の頭部の変位を把握するために、トランシットやピアノ線を用いて計測した。,H形鋼を用いた切梁の軸力を計測するためのひずみ計は、1台を対としてウェブ両面に設置した。,2,【ショーケン版】プレロードを100%もかける奴があるか！あらかじめ突っ張り棒（切梁）を効かせとくのは大事だが、最初から設計値いっぱいまで押したら山留めが外側に壊れちまう。通常は「50〜70%」くらいで様子を見るのが現場のやり方だ！,【建龍版】山留め切梁のプレロード導入に関する問題です。プレロードは、掘削に伴う山留め壁の変形や周辺地盤の沈下を抑制するためにあらかじめ導入する軸力ですが、その大きさは一般に設計軸力の「50%〜70%」程度とします。100%とする記述は過大であり不適当です。,
H26-AM-24,H26,午前,24,施工管理,杭工事,場所打ちコンクリート杭の施工に関する記述として、最も不適当なものはどれか。,リバース工法では、孔内水位を地下水位より 2 m 以上高く保つ。,アースドリル工法における安定液は、必要な造壁性があり、できるだけ低粘性・低比重のものを用いる。,オールケーシング工法では、コンクリート打設中にケーシングチューブの先端を常にコンクリート上面より 2 m 以深に保持する。,杭頭部の余盛りの高さは、孔内水が多い場合には 500 mm 程度とする。,4,【ショーケン版】孔内水がジャブジャブある中で、余盛りをたった500mmで済ます気か！泥水と混ざった「ダメなコンクリ」をしっかり排除するには、最低でも「800mmから1m以上」は余計に打たなきゃ、杭の頭がボロボロになっちまうぞ。ケチる場所を間違えんじゃねえ！,"【建龍版】場所打ちコンクリート杭の杭頭処理に関する問題です。杭頭部は泥水やスライムと混じりやすいため、余盛りを行いますが、孔内に水（安定液）がある場合は通常「800mm〜1,000mm程度」の余盛りが必要です。500mmは孔内に水がない場合（オールケーシング工法等の一部）の基準であり、不適当です。",
H26-AM-25,H26,午前,25,施工管理,鉄筋工事,鉄筋の加工及び組立てに関する記述として、最も不適当なものはどれか。,梁の腹筋は、末端部が柱際に配置する第1あばら筋と結束できる長さとした。,末端部の折曲げ角度が 135 °の帯筋のフックの余長を 4 d とした。,杭基礎のベース筋は、両端を曲げ上げて、末端部に 90 °フックを設けた。,床開口部補強のための斜め補強筋は、上端筋及び下端筋の内側にそれぞれ配筋した。,2,【ショーケン版】帯筋（フープ）のフックを4dで切っちまったのか？それじゃ地震が来た時にフックが外れて柱が爆裂しちまうぞ！135度フックの余長は「6d以上」が絶対だ。鉄筋屋が手抜いてねえか、メジャー当ててしっかりチェックしろ！,【建龍版】鉄筋の末端フックに関する問題です。帯筋やあばら筋に用いる135度フックの末端余長は、JASS 5 等の規定により「6d以上」と定められています。4dとする記述は不適当です。床開口の補強筋の配置や、ベース筋の90度フックなどは適切な施工です。,
H26-AM-26,H26,午前,26,施工管理,鉄筋工事,鉄筋の継手及び定着に関する記述として、最も不適当なものはどれか。,柱に用いるスパイラル筋の重ね継手の長さは、40 d 以上、かつ、200 mm 以上とした。,180 °フック付き重ね継手の長さは、フックの折曲げ開始点間の距離とした。,壁縦筋の配筋において、下階からの縦筋の位置がずれていたので、鉄筋を折り曲げないであき重ね継手とした。,梁下端筋の柱梁接合部への定着は、梁下端筋を曲げ上げる形状で定着させた。,2,【ショーケン版】継手の長さをどっからどこまでで計ってんだ！180度フック付きの場合、長さってのは「フックを除いた真っ直ぐな部分」で見るんだよ。開始点の間だけじゃ短すぎんだろ。計り方を間違えたら、設計通りの強度は出ねえぞ！,【建龍版】鉄筋の重ね継手の算出方法に関する問題です。180度フック付き重ね継手の長さは、「フックを除いた直線部分の長さ（L）」を指します。フックの開始点間の距離とする記述は誤りです。また、スパイラル筋の継手40dや、あき重ね継手の判断は適切です。,
H26-AM-27,H26,午前,27,施工管理,型枠工事,型枠の設計に関する記述として、最も不適当なものはどれか。,コンクリート打込み時の側圧に対するせき板の許容たわみ量は、5 mm とする。,大引のたわみは、単純支持と両端固定の支持条件で計算した値の平均値とする。,コンクリート打込み高さが 1.5 m 以下の型枠の側圧は、フレッシュコンクリートの単位容積質量に重力加速度とヘッドを乗じた値とする。,パイプサポートを支保工とするスラブ型枠の場合、作用する水平荷重は鉛直荷重の 5 % とする。,1,【ショーケン版】5mmもたわませて「合格」だと思ってんのか！壁がそんなに膨らんだら、後の仕上げの職人が泣くぞ。せき板のたわみは「3mm以下」に抑えるのが現場の品質管理だ。型枠の締め込みが甘いんじゃねえか？,【建龍版】型枠の設計基準に関する問題です。せき板の許容たわみ量は、一般に「3mm以下」と定められています。5mmとする記述は不適当です。また、打込み高さ1.5m以下の側圧計算（液圧として計算）や、スラブ支保工の水平荷重5%考慮などは正しい設計手順です。,
H26-AM-28,H26,午前,28,施工管理,コンクリート工事,コンクリートの調合に関する記述として、最も不適当なものはどれか。,アルカリシリカ反応性試験で無害でない骨材は、アルカリ総量を 3 kg/m3 以下とすれば使用できる。,水セメント比を低減すると、塩化物イオンの浸透に対する抵抗性を高めることができる。,高強度コンクリートに含まれる塩化物量は、塩化物イオン量として 0.35 kg/m3 以下とする。,コンクリートの調合管理強度は、品質基準強度に構造体強度補正値を加えたものである。,3,【ショーケン版】塩化物（塩分）の基準、なめてんじゃねえぞ！鉄筋を錆びさせないためには、どんなコンクリでも「0.30kg/m³以下」にするのが今の常識だ。高強度だからって0.35まで許されるなんて、そんな古い知識じゃ現場は守れねえぞ！,【建龍版】コンクリートの耐久性に関する問題です。コンクリートに含まれる塩化物イオン量の総量は、原則として「0.30kg/m³以下」と定められています（JASS 5）。高強度コンクリートであってもこの数値は変わりません。したがって「0.35」とする記述は不適当です。,
