id,year,session,no,category,subcategory,question,choice1,choice2,choice3,choice4,answer,explanation_shoken,explanation_kenryu,imageUrl
R5-AM-11,R5,午前,11,建築学,建築材料,コンクリート材料の特性に関する記述として、最も不適当なものはどれか。,減水剤は、コンクリートの耐凍害性を向上させることができる。,流動化剤は、工事現場で添加することで、レディーミクストコンクリートの流動性を増すことができる。,早強ポルトランドセメントを用いたコンクリートは、普通ポルトランドセメントを用いた場合より硬化初期の水和発熱量が大きく、冬期の工事に適している。,高炉セメントB種を用いたコンクリートは、普通ポルトランドセメントを用いた場合より耐海水性や化学抵抗性が大きく、地下構造物に適している。,1,【ショーケン版】「減水剤」を入れただけで凍害に強くなるわけねえだろ！凍害（凍結融解）を防ぎたきゃ、微細な空気のクッションを作る「AE剤」を入れなきゃダメなんだ。減水剤はあくまで「水を減らす」のがメイン。耐凍害性ときたら「AE」だ、これ基本中の基本だぞ！,【建龍版】コンクリート用混和剤に関する問題です。コンクリートの耐凍害性（凍結融解抵抗性）を向上させるのは、微細な連行空気を導入する「AE剤」や「AE減水剤」の役割です。単なる「減水剤」には空気連行性がないため、耐凍害性を向上させる効果は限定的であり、不適当です。,
R5-AM-12,R5,午前,12,建築学,建築材料,建築に用いられる金属材料に関する記述として、最も不適当なものはどれか。,ステンレス鋼はニッケルやクロムを含み、炭素量が少ないものほど耐食性が良い。,銅は熱や電気の伝導率が高く、湿気中では緑青を生じ耐食性が増す。,鉛は X 線遮断効果が大きく、酸その他の薬液に対する抵抗性や耐アルカリ性にも優れている。,チタンは鋼材に比べ密度が小さく、耐食性に優れている。,3,【ショーケン版】鉛（なまり）が「アルカリ」に強いわけねえだろ！鉛は酸には強いが、アルカリ（コンクリートやモルタル）には激弱で、直接触れるとボロボロに腐食しちまうんだ。だからコンクリに埋める時は、アスファルト塗るなりして縁切りしなきゃダメなんだよ！,【建龍版】金属材料の化学的性質に関する問題です。鉛は優れた耐酸性を持ちますが、強アルカリ性に対しては腐食しやすいため「耐アルカリ性」は高くありません。コンクリート（アルカリ性）に接する部位に使用する場合は防蝕処置が必要です。したがって「3」が不適当です。,
R5-AM-13,R5,午前,13,建築学,建築材料,石材に関する一般的な記述として、最も不適当なものはどれか。,花崗岩は結晶質で硬く耐摩耗性や耐久性に優れ、壁、床、階段等に多く用いられる。,大理石は酸には弱いが、緻密であり磨くと光沢が出るため、主に内装用として用いる。,粘板岩(スレート)は吸水率が小さく耐久性に優れ、層状に剥がれる性質があり、屋根材や床材として用いられる。,石灰岩は柔らかく曲げ強度は低いが、耐水性や耐酸性に優れ、主に外装用として用いられる。,4,【ショーケン版】「石灰岩（ライムストーン）」を外装に使うなよ！石灰岩は主成分が炭酸カルシウムだから、酸性雨に当たると溶けて表面がガサガサになっちまうんだ。「耐酸性」があるなんて真っ赤なウソ。外で使うなら花崗岩（御影石）一択だろ！,【建龍版】建築用石材の耐候性に関する問題です。石灰岩（および大理石）は酸に弱く、屋外で使用すると雨水（酸性雨）によって表面が浸食されるため、主に内装材として用いられます。耐酸性に優れ、主に外装用とする記述は不適当です。,
R5-AM-14,R5,午前,14,建築学,建築材料,日本産業規格(JIS)に規定する防水材料に関する記述として、不適当なものはどれか。,2 成分形のウレタンゴム系防水材は、施工直前に主剤、硬化剤の 2 成分に、必要によって硬化促進剤や充填材等を混合して使用する。,防水工事用アスファルトは、フラースぜい化点の温度が低いものほど低温特性のよいアスファルトである。,ストレッチルーフィング 1000 の数値 1000 は、製品の抗張積（引張強さと最大荷重時の伸び率との積）を 表している。,改質アスファルトルーフィングシートは、温度特性により I 類と II 類に区分され、低温時の耐折り曲げ性がよいものは I 類である。,4,【ショーケン版】改質アスファルトシートの「I類」と「II類」を逆さまに覚えてんぞ！「II類」の方が性能が良い（ハイグレード）なんだ。低温でバリバリ割れない「耐折り曲げ性」が良いのは「II類」の方だ。数字がデカい方が強いって覚えときゃ間違いない！,【建龍版】JIS A 6013（改質アスファルトルーフィングシート）に関する問題です。I類は一般地域用、II類は寒冷地や高耐久が求められる部位用であり、低温時の柔軟性（耐折り曲げ性）に優れているのは「II類」です。したがって「4」が不適当です。,
R5-AM-15,R5,午前,15,建築学,建築材料,屋内で使用する塗料に関する記述として、最も不適当なものはどれか。,アクリル樹脂系非水分散形塗料は、モルタル面、せっこうボード面ともに適している。,クリヤラッカーは木部に適しているが、コンクリート面には適していない。,つや有合成樹脂エマルションペイントは、モルタル面、せっこうボード面ともに適している。,1 液形ポリウレタンワニスは木部に適しているが、ALC パネル面には適していない。,3,【ショーケン版】「エマルションペイント（EP）」を鉄に塗ってどうすんだ！水性塗料のEPを鉄に直接塗ったら、一瞬で錆が出てきて終わりだぞ。EPが適してるのは、モルタルやボードの壁だ。鉄に塗るなら油性の「調合ペイント（SOP）」とかを使え！,【建龍版】塗料の適正な下地に関する問題です。合成樹脂エマルションペイント（EP）やつや有合成樹脂エマルションペイント（EP-G）は、乾燥後に塗膜を形成しますが、水分を含むため「鉄鋼面」には直接適さず、錆発生の原因となります。主にモルタルやボード類に用いられるため、3の記述は不適当です。,
R5-AM-16,R5,午前,16,施工管理,外構工事,植栽に関する記述として、最も不適当なものはどれか。,枝張りは、樹木の四方面に伸長した枝の幅をいい、測定方向により長短がある場合は、最短の幅とする。,支柱は、風による樹木の倒れや傾きを防止するとともに、根部の活着を助けるために取り付ける。,樹木の移植において、根巻き等で大きく根を減らす場合、吸水量と蒸散量とのバランスをとるために枝抜き剪定を行う。,樹木の植付けは、現場搬入後、仮植えや保護養生してから植え付けるよりも、速やかに行うほうがよい。,1,【ショーケン版】樹木のサイズ（枝張り）を「サバ読む」んじゃねえ！枝張り（W）は、一番長いところと短いところを測って、その「平均」で出すのがルールだ。わざわざ最短だけを選んで小さく見せるなんて、検収で揉める原因になるぞ！平均だ、平均！,【建龍版】造園工事の用語・計測に関する問題です。樹木の「枝張り（W）」の測定において、方向により長短がある場合は、その「平均値」を採用します。最短の幅とする記述は不適当です。移植時の剪定や、搬入後の速やかな植付けなどは正しい手順です。,
R5-AM-17,R5,午前,17,建築学,電気設備,電気設備に関する記述として、最も不適当なものはどれか。,合成樹脂製可とう電線管のうち PF 管は、自己消火性があり、屋内隠ぺい配管に用いることができる。,電圧の種別で低圧とは、直流にあっては 750 V 以下、交流にあっては 600 V 以下のものをいう。,低圧屋内配線のための金属管は、規定値未満の厚さのものをコンクリートに埋め込んではならない。,低圧屋内配線の使用電圧が 300 V を超える場合における金属製の電線接続箱には、D 種接地工事を施さなければならない。,4,【ショーケン版】電気の「接地（アース）」の種類をなめんな！300V以下の普通のコンセントなら「D種」でいいが、300Vを「超える（高圧寄り）」なら、より厳しい「C種接地」が必要なんだよ！300Vっていうボーダーラインをしっかり覚えろ！,【建龍版】電気設備の接地工事に関する問題です。低圧屋内配線の使用電圧が「300V以下」の場合は「D種接地工事」ですが、「300Vを超える」場合は「C種接地工事」を施さなければなりません（電気設備技術基準）。したがって「4」が不適当です。,
R5-AM-18,R5,午前,18,建築学,給排水設備,給排水設備に関する記述として、最も不適当なものはどれか。,高置水槽方式は、一度受水槽に貯留した水をポンプで建物高所の高置水槽に揚水し、高置水槽からは重力によって各所に給水する方式である。,圧力水槽方式は、受水槽の水をポンプで圧力水槽に送水し、圧力水槽内の空気を加圧して、その圧力によって各所に給水する方式である。,屋内排水管の最小勾配は、管径が 100 mm の場合、 1/100 とする。,排水槽の底の勾配は、吸い込みピットに向かって 1/100 以上とする。,4,【ショーケン版】排水ピット（槽）の底を「1/100」の緩い坂にするなよ！そんなのヘドロが溜まって掃除が大変になるだろ。排水槽の底の勾配は、汚物がピットに滑り落ちるように「1/15以上 1/10以下」って急斜面にするのが決まりだ。1/100じゃあ水が流れる管の勾配だぞ！,【建龍版】排水設備の構造に関する問題です。排水槽（ビルピット）の底部の勾配は、汚泥の堆積を防止するため、吸い込みピットに向かって「1/15以上 1/10以下」の急勾配とすることが建築物衛生法等で定められています。1/100とする記述は不適当です。,
R5-AM-19,R5,午前,19,建築学,昇降機設備,建築物に設けるエレベーターに関する記述として、最も不適当なものはどれか。ただし、特殊な構造又は使用形態のものは除く。,乗用エレベーターには、停電時に床面で 1 ルクス以上の照度を確保することができる照明装置を設ける。,乗用エレベーターには、1 人当たりの体重を 65 kg として計算した最大定員を明示した標識を掲示する。,火災時管制運転は、火災発生時にエレベーターを最寄階に停止させる機能である。,群管理方式は、エレベーターを複数台まとめた群としての運転操作方式で、交通需要の変動に応じて効率的な運転管理を行うことができる。,3,【ショーケン版】火事の時にエレベーターを「最寄階」で止めてどうすんだ！逃げ場のない中間階で放り出されたら、煙に巻かれて死ぬだろ。火災時管制運転は、エレベーターを「避難階（1階とか）」まで一気に直行させて、客を安全に降ろすための機能なんだよ！,【建龍版】エレベーターの安全機能に関する問題です。「火災時管制運転」は、火災発生時にかごを強制的に「避難階（地上出入口のある階）」へ直行・停止させる機能です。「最寄階」に停止させるのは「地震時管制運転（P波感知時等）」の動作であり、混同しているため不適当です。,
R5-AM-20,R5,午前,20,法規,公共工事標準請負契約約款,請負契約に関する記述として、公共工事標準請負契約約款上、誤っているものはどれか。,設計図書とは、図面、仕様書、現場説明書及び現場説明に対する質問回答書をいう。,発注者は、工事の完成を確認するために必要があると認められるときは、その理由を受注者に通知して、工事目的物を最小限度破壊して検査することができる。,工期の変更については、発注者と受注者が協議して定める。ただし、あらかじめ定めた期間内に協議が整わない場合には、発注者が定め、受注者に通知する。,工事の施工に伴い通常避けることができない騒音、振動、地盤沈下、地下水の断絶等の理由により第三者に損害を及ぼしたときは、原則として、発注者がその損害を負担しなければならない。,1,【ショーケン版】設計図書の定義をナメんな！図面と仕様書だけじゃねえ。「現場説明書」も、そこに出した「質問回答書」も、全部ひっくるめて設計図書（契約図書）なんだよ。「含まない」なんて言ったら、見積もり段階の約束が全部パーになっちまうだろ！,【建龍版】請負契約における設計図書の定義に関する問題です。公共工事標準請負契約約款（第2条）において、設計図書には「図面」「仕様書」「現場説明書」および「現場説明に対する質問回答書」のすべてが含まれると定義されています。「含まない」とする記述は誤りです。,
R5-AM-21,R5,午前,21,施工管理,仮設工事,乗入れ構台及び荷受け構台の計画に関する記述として、最も不適当なものはどれか。,乗入れ構台の支柱の位置は、基礎、柱、梁及び耐力壁を避け、 4 m 程度の間隔とした。,乗入れ構台の高さは、大引下端が床スラブ上端より 30 cm 上になるようにした。,荷受け構台の作業荷重は、自重と積載荷重の合計の 20 % とした。,荷受け構台への積載荷重の偏りは、構台の全スパンの 60 % にわたって荷重が分布するものとした。,2,【ショーケン版】構台の下で作業する職人の頭のことを考えろ！スラブから「10cm」しか隙間がなかったら、配筋もコンクリもできねえだろ。乗入れ構台の高さは、下の作業ができるように大引の下端を「30cm以上」浮かせるのが現場の鉄則だぞ！,【建龍版】仮設構台の計画に関する問題です。乗入れ構台の下部で床スラブの施工を行う場合、大引の下端はスラブ天端から「30cm以上（通常50cm程度）」離して計画し、施工スペースを確保します。10cmとする記述は明らかに不足しており不適当です。,
R5-AM-22,R5,午前,22,施工管理,地盤調査,地下水処理工法に関する記述として、最も不適当なものはどれか。,ディープウェル工法は、初期のほうが安定期よりも地下水の排水量が多い。,ディープウェル工法は、透水性の低い粘性土板盤の地下水位を低下させる場合に用いられる。,ウェルポイント工法は、透水性の高い粗砂層から低いシルト質細砂層までの地盤に用いられる。,ウェルポイント工法は、気密保持が重要であり、パイプの接続箇所で漏気が発生しないようにする。,2,【ショーケン版】「ディープウェル（深い井戸）」を「粘土」に使っても無駄だぞ！粘土は水が通りにくい（透水性が低い）から、井戸を掘ったところで水がちっとも集まってこねえんだ。ディープウェルが効くのは、ジャブジャブ水が出る「砂礫層（透水性が高い地盤）」だけだ！,【建龍版】地下水低下工法に関する問題です。「ディープウェル工法」は、井戸内に水中ポンプを設置し揚水する手法であり、透水係数の「大きい（高い）」砂質土や礫質土地盤に適しています。透水性の低い粘性土には効果が低いため、記述は不適当です。,
R5-AM-23,R5,午前,23,施工管理,杭工事,既製コンクリート杭の施工に関する記述として、最も不適当なものはどれか。,荷降ろしのための杭を吊り上げる場合、安定するように杭の両端から杭長の 1/5 程度の点を支持して吊り上げる。,杭に現場溶接継手を設ける際には、原則として、アーク溶接とする。,継ぎ杭で、下杭の上に上杭を建て込む際には、接合中に下杭が動くことがないように、保持装置に固定する。,PHC 杭の頭部を切断した場合、切断面から 350 mm 程度まではプレストレスが減少しているため、補強を行う必要がある。,1,【ショーケン版】杭の吊り位置を間違えたら、自分の重みで杭が「パキッ」と折れるぞ！杭を2点吊りする時は、端から「杭長の1/5（0.2L）」、つまり「5分の1」の場所を吊るのが一番モーメントが小さくなるんだ。「1/10」じゃ端っこすぎて、真ん中がたわんで折れちまうぞ！,【建龍版】既製杭の運搬・荷役に関する問題です。杭を2点で吊り上げる場合、杭に生じる曲げモーメントを最小にするための最適位置は、両端から杭の長さの「約0.2倍（1/5）」の地点です。1/10とする記述は不適当です。,
R5-AM-24,R5,午前,24,施工管理,鉄筋工事,鉄筋の機械式継手に関する記述として、最も不適当なものはどれか。,トルク方式のねじ節継手とは、カップラーを用いて鉄筋を接合する工法で、ロックナットを締め付けることで鉄筋とカップラーとの間の緩みを解消する。,グラウト方式のねじ節継手とは、カップラーを用いて鉄筋を接合する工法で、鉄筋とカップラーの節との空隙にグラウトを注入することで緩みを解消する。,充填継手とは、異形鉄筋の端部に鋼管(スリーブ)をかぶせた後、外側から加圧して鉄筋表面の節にスリーブを食い込ませて接合する工法である。,端部ねじ継手とは、端部をねじ加工した異形鉄筋、あるいは加工したねじ部を端部に圧接した異形鉄筋を使用し、雌ねじ加工されたカップラーを用いて接合する工法である。,3,【ショーケン版】「充填継手」の意味を考えろ！文字通り、スリーブの中に「高強度モルタル」とかを「充填」して固めるやり方だ。外からプレスして食い込ませるのは「圧着継手」だろ！名前が中身を表してんだ、しっかり整理しとけ！,【建龍版】機械式継手の種類に関する問題です。「充填継手」は、スリーブ内にグラウト材（無収縮モルタル等）を充填して接合する工法です。記述にある「外側から加圧して食い込ませる」のは「圧着（押抜き）継手」の説明であり、不適当です。,
R5-AM-25,R5,午前,25,施工管理,型枠工事,型枠支保工に関する記述として、最も不適当なものはどれか。,支柱として用いるパイプサポートの高さが 3.5 m を超える場合、高さ 2 m 以内ごとに水平つなぎを 2 方向に設けなければならない。,支柱として用いる鋼管枠は、最上層及び 5 層以内ごとに水平つなぎを設けなければならない。,支柱としてパイプサポートを用いる型枠支保工は、上端に作業荷重を含む鉛直荷重の 2.5/100 に相当する水平荷重が作用しても安全な構造でなければならない。,支柱として鋼管枠を用いる型枠支保工は、上端に作業荷重を含む鉛直荷重の 2.5/100 に相当する水平荷重が作用しても安全な構造でなければならない。,3,【ショーケン版】パイプサポートの水平荷重をなめんな！「鋼管枠（枠組支保工）」はガッチリしてるから2.5%でいいが、細い「パイプサポート」はグラグラしやすいから、安全を見て「5%」の水平力を想定して設計しなきゃいけないんだよ。2.5じゃ倒れるぞ！,【建龍版】型枠支保工の構造設計（安衛則）に関する問題です。設計に用いる水平荷重の割合は、支柱の形式により異なります。鋼管枠（枠組）の場合は鉛直荷重の「2.5/100」ですが、パイプサポートや単管支柱の場合はより不安定なため「5/100」を採用します。したがって「3」が不適当です。,
R5-AM-26,R5,午前,26,施工管理,コンクリート工事,コンクリートの運搬、打込み及び締固めに関する記述として、最も不適当なものはどれか。,コンクリートの圧送開始前に圧送するモルタルは、型枠内に打ち込まないが、富調合のものとした。,圧送するコンクリートの粗骨材の最大寸法が 20 mm のため、呼び寸法 100 A の輸送管を使用した。,コンクリート棒形振動機の加振は、セメントペーストが浮き上がるまでとした。,外気温が 25 °C を超えていたため、練混ぜ開始から打込み終了までの時間を 90 分以内とした。,4,【ショーケン版】夏場の生コン（25℃超）を「120分」も放置してどうすんだ！生ものなんだぞ。暑い日は足が早いから「90分以内」に打ち終わるのが現場の鉄則だ。120分なんて言ってたら、型枠の中でカチカチに固まってジャンカだらけになるぞ！,【建龍版】コンクリートの運搬時間制限（JASS 5）に関する問題です。練混ぜから打込み終了までの時間制限は、外気温が25℃以下の場合は120分以内ですが、25℃を超える（夏期）場合は、凝結を考慮して「90分以内」に短縮されます。120分以内とする記述は不適当です。,
